item_id,median_price,avg_mon_sales,avg_mon_volumn,avg_mon_categ_sales,avg_mon_categ_volumn
0,58.0,1.7575757575757576,0.029411764705882356,5003694.721764707,18673.08823529412
1,4490.0,816.3636363636364,0.17647058823529413,217425.69676470585,166.08823529411762
2,58.0,3.515151515151515,0.05882352941176471,5003694.721764707,18673.08823529412
3,100.0,4.787878787878788,0.05882352941176471,5003694.721764707,18673.08823529412
4,58.0,1.7575757575757576,0.029411764705882356,5003694.721764707,18673.08823529412
5,28.0,0.8484848484848485,0.029411764705882356,5003694.721764707,18673.08823529412
6,100.0,3.0303030303030303,0.029411764705882356,5003694.721764707,18673.08823529412
7,28.0,0.8484848484848485,0.029411764705882356,5003694.721764707,18673.08823529412
8,58.0,3.515151515151515,0.05882352941176471,5003694.721764707,18673.08823529412
9,58.0,1.7575757575757576,0.029411764705882356,5003694.721764707,18673.08823529412
10,28.0,0.8484848484848485,0.029411764705882356,5003694.721764707,18673.08823529412
11,58.0,1.7575757575757576,0.029411764705882356,5003694.721764707,18673.08823529412
12,189.0,5.727272727272728,0.029411764705882356,2945976.4888235293,10266.176470588236
13,58.0,1.7575757575757576,0.029411764705882356,5003694.721764707,18673.08823529412
14,28.0,0.8484848484848485,0.029411764705882356,5003694.721764707,18673.08823529412
15,58.0,1.7575757575757576,0.029411764705882356,5003694.721764707,18673.08823529412
16,58.0,1.7575757575757576,0.029411764705882356,5003694.721764707,18673.08823529412
17,98.0,2.9696969696969697,0.029411764705882356,5003694.721764707,18673.08823529412
18,58.0,1.7575757575757576,0.029411764705882356,5003694.721764707,18673.08823529412
19,28.0,0.8484848484848485,0.029411764705882356,5003694.721764707,18673.08823529412
20,58.0,1.7575757575757576,0.029411764705882356,5003694.721764707,18673.08823529412
21,58.0,1.7575757575757576,0.029411764705882356,5003694.721764707,18673.08823529412
22,28.0,0.8484848484848485,0.029411764705882356,5003694.721764707,18673.08823529412
23,28.0,0.8484848484848485,0.029411764705882356,5003694.721764707,18673.08823529412
24,98.0,2.9696969696969697,0.029411764705882356,5003694.721764707,18673.08823529412
25,58.0,1.7575757575757576,0.029411764705882356,5003694.721764707,18673.08823529412
26,58.0,1.7575757575757576,0.029411764705882356,5003694.721764707,18673.08823529412
27,1398.0,1859.7454545454543,1.2352941176470589,12161909.817941142,7522.264705882353
28,249.0,795.8454545454546,2.5,7587037.4917645715,13451.735294117649
29,1398.0,670.6363636363636,0.38235294117647056,7666175.676764688,5016.970588235295
30,399.0,21881.474242424483,61.470588235294116,5003694.721764707,18673.08823529412
31,699.0,25985.28,42.352941176470594,2670835.510882353,6000.911764705883
32,221.0,16023.04606060615,61.58823529411765,5003694.721764707,18673.08823529412
33,199.0,6360.500000000001,24.705882352941174,2670835.510882353,6000.911764705883
34,149.0,533.1515151515151,3.5882352941176467,5003694.721764707,18673.08823529412
35,399.0,2525.54696969697,6.529411764705883,5003694.721764707,18673.08823529412
36,149.0,454.75757575757575,2.411764705882353,2670835.510882353,6000.911764705883
37,149.0,631.3696969696971,4.264705882352942,5003694.721764707,18673.08823529412
38,2399.0,4811.631818181819,2.0,1085746.1938235285,998.6764705882354
39,5499.0,1233.121212121212,0.2058823529411765,1085746.1938235285,998.6764705882354
40,249.0,690.7272727272727,2.764705882352941,271129.2467647059,963.1764705882354
41,249.0,309.8484848484849,1.2647058823529411,271129.2467647059,963.1764705882354
42,299.0,884.969696969697,3.2058823529411766,271129.2467647059,963.1764705882354
43,198.0,45.60606060606061,0.2647058823529412,5003694.721764707,18673.08823529412
44,249.0,828.6666666666665,3.0294117647058822,271129.2467647059,963.1764705882354
45,299.0,1557.6060606060605,5.176470588235294,271129.2467647059,963.1764705882354
46,249.0,336.0,1.3529411764705883,271129.2467647059,963.1764705882354
47,249.0,400.06060606060606,1.5882352941176472,271129.2467647059,963.1764705882354
48,249.0,449.1818181818182,1.7941176470588236,271129.2467647059,963.1764705882354
49,299.0,1512.4848484848487,5.470588235294118,271129.2467647059,963.1764705882354
50,249.0,15.090909090909092,0.05882352941176471,271129.2467647059,963.1764705882354
51,249.0,1874.3484848484848,6.941176470588236,271129.2467647059,963.1764705882354
52,249.0,486.1818181818182,1.8823529411764703,271129.2467647059,963.1764705882354
53,299.0,1676.5363636363636,5.588235294117646,271129.2467647059,963.1764705882354
54,299.0,348.6121212121212,1.1764705882352942,271129.2467647059,963.1764705882354
55,249.0,699.4,2.764705882352941,242002.64411764703,783.1176470588235
56,299.0,341.3636363636364,1.1470588235294117,271129.2467647059,963.1764705882354
57,299.0,1356.6409090909092,4.617647058823528,271129.2467647059,963.1764705882354
58,127.0,3.8484848484848486,0.029411764705882356,20102.70588235294,75.02941176470588
59,249.0,1762.4242424242425,7.147058823529411,271129.2467647059,963.1764705882354
60,249.0,289.3636363636364,1.1470588235294117,242002.64411764703,783.1176470588235
61,349.0,116.33333333333331,0.35294117647058826,242002.64411764703,783.1176470588235
62,299.0,525.1281818181818,2.176470588235294,2670835.510882353,6000.911764705883
63,149.0,76.98636363636366,0.5294117647058824,5003694.721764707,18673.08823529412
64,149.0,364.5806060606061,2.764705882352941,5003694.721764707,18673.08823529412
65,399.0,535.6824242424243,1.3235294117647058,2670835.510882353,6000.911764705883
66,399.0,733.4757575757576,1.7941176470588236,2670835.510882353,6000.911764705883
67,149.0,752.0969696969697,5.411764705882354,5003694.721764707,18673.08823529412
68,28.0,0.8484848484848485,0.029411764705882356,7587037.4917645715,13451.735294117649
